ID_Contenedor,Tipo_Contenedor,Largo_Cont_m,Ancho_Cont_m,Alto_Cont_m,Capacidad_Total_m3,Grupo_Compatibilidad,Tipo_Mercancia,Producto,ID_Producto,Volumen_Ocupado_m3,Peso_Toneladas,Puerto_Destino,Prioridad_Descarga,Precio_por_cm3_USD,Costo_Total_USD,Porcentaje_Ocupacion
C025051,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1013,1.81,0.415,Rotterdam,Alta,0.95,61001196.06,2.37
C027124,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE4488,2.31,0.559,Los Ángeles,Media,0.72,27611636.88,3.41
C002514,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE6789,1.59,0.373,Valparaíso,Media,0.72,34869311.38,2.35
C036133,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2027,2.08,0.523,Rotterdam,Baja,0.95,47951382.3,2.72
C035540,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8968,1.35,0.35,Busan,Baja,0.72,44461166.95,1.99
C009787,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE0291,1.25,0.312,Miami,Alta,0.72,36482101.3,1.85
C014927,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE3769,1.95,0.503,Shanghai,Alta,0.72,39008873.12,2.88
C021345,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6987,1.75,0.426,Busan,Baja,0.95,42941048.14,2.29
C043445,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8336,1.95,0.441,Shanghai,Media,0.95,41503148.78,2.55
C023663,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3425,1.22,0.334,Shanghai,Media,0.72,26823101.21,1.8
C036198,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8765,1.42,0.378,Los Ángeles,Media,0.95,62181522.27,1.86
C024886,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO7692,0.71,0.162,Rotterdam,Alta,0.72,40834844.56,1.05
C002509,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8233,0.63,0.156,Shanghai,Media,0.72,36098670.26,0.93
C038454,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4944,1.13,0.29,Shanghai,Media,0.72,27996244.82,1.67
C011223,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6456,0.69,0.162,Busan,Media,0.72,33546096.72,1.02
C015464,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8808,0.76,0.193,Shanghai,Media,0.72,28870395.89,1.12
C010945,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5761,2.53,0.637,Shanghai,Media,0.95,40248321.21,3.31
C020342,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0080,0.6,0.141,Shanghai,Media,0.72,39642046.91,0.89
C017069,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7604,2.15,0.499,Rotterdam,Alta,0.95,53796685.22,2.81
C044673,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8138,1.18,0.31,Shanghai,Baja,0.72,35907525.53,1.74
C034322,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO4577,2.68,0.646,Los Ángeles,Media,0.72,37412231.64,3.96
C012288,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0220,1.71,0.406,Shanghai,Media,0.72,29811602.0,2.53
C040669,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7648,1.26,0.33,Valparaíso,Media,0.95,58083800.68,1.65
C044410,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN9775,1.79,0.469,Valparaíso,Media,0.72,30110744.93,2.64
C002715,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7549,1.45,0.346,Miami,Alta,0.95,53837185.14,1.9
C006421,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6898,1.91,0.513,Rotterdam,Alta,0.95,42209612.1,2.5
C047872,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9837,0.79,0.205,Miami,Alta,0.72,34604923.71,1.17
C043027,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9451,2.99,0.724,Rotterdam,Alta,0.72,33559527.73,4.42
C049051,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9446,1.56,0.384,Busan,Baja,0.72,42820464.68,2.3
C041628,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3395,1.37,0.358,Busan,Alta,0.72,43847225.81,2.02
C008465,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2540,2.28,0.537,Busan,Baja,0.95,60909563.36,2.98
C046743,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3028,1.41,0.35,Shanghai,Media,0.72,37807359.41,2.08
C039267,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7586,2.58,0.665,Shanghai,Media,0.95,44136792.46,3.38
C028297,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9616,1.64,0.413,Los Ángeles,Media,0.72,32449295.71,2.42
C018006,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5519,2.3,0.587,Valparaíso,Baja,0.72,30000843.8,3.4
C049135,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO5657,0.77,0.194,Shanghai,Baja,0.72,36275047.9,1.14
C049020,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0759,2.62,0.616,Busan,Media,0.72,35741975.98,3.87
C047910,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5231,2.34,0.574,Miami,Alta,0.95,55535927.02,3.06
C006325,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9698,1.03,0.259,Shanghai,Media,0.72,41054208.84,1.52
C014132,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5836,0.86,0.227,Rotterdam,Alta,0.72,41088285.04,1.27
C027786,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5436,1.29,0.332,Busan,Alta,0.72,31385258.27,1.91
C043880,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1645,2.94,0.724,Valparaíso,Media,0.72,33143551.51,4.34
C035406,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9974,1.14,0.312,Shanghai,Media,0.72,39019913.3,1.68
C031844,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST8965,1.64,0.378,Rotterdam,Alta,0.85,24317077.16,4.94
C028726,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4193,0.58,0.136,Valparaíso,Media,0.95,50020211.34,0.76
C020964,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5142,1.49,0.361,Shanghai,Alta,0.95,60874635.23,1.95
C006336,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5602,1.93,0.456,Valparaíso,Alta,0.72,36164702.42,2.85
C019425,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN4591,2.88,0.738,Rotterdam,Alta,0.72,42012304.31,4.25
C006712,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6820,1.79,0.406,Shanghai,Media,0.72,32912609.67,2.64
C040663,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN2635,2.55,0.596,Los Ángeles,Media,0.72,36407032.21,3.77
C024788,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8894,1.87,0.448,Shanghai,Media,0.72,36983459.71,2.76
C009896,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1558,0.6,0.156,Shanghai,Baja,0.72,27105311.65,0.89
C002986,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8903,1.29,0.347,Rotterdam,Alta,0.72,28710887.2,1.91
C008225,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1626,1.94,0.514,Rotterdam,Baja,0.72,30421052.23,2.87
C004970,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2816,2.88,0.674,Busan,Media,0.72,40017395.29,4.25
C019492,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5483,2.65,0.671,Rotterdam,Alta,0.72,37851925.58,3.91
C022512,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7647,1.07,0.242,Los Ángeles,Baja,0.72,29603814.94,1.58
C024394,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1366,1.05,0.253,Rotterdam,Baja,0.72,27107946.11,1.55
C010594,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5516,1.0,0.265,Los Ángeles,Alta,0.72,38697727.46,1.48
C020570,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7946,2.81,0.696,Busan,Baja,0.72,37558833.49,4.15
C025726,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5217,2.63,0.611,Los Ángeles,Media,0.72,27181425.23,3.88
C031759,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1694,2.44,0.603,Rotterdam,Alta,0.95,55221953.17,3.19
C007748,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1468,1.48,0.348,Shanghai,Baja,0.72,37728504.76,2.19
C031860,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2252,1.76,0.431,Rotterdam,Alta,0.72,30279468.13,2.6
C004429,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO2660,1.66,0.414,Rotterdam,Alta,0.95,60567949.0,2.17
C044663,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5350,1.13,0.274,Shanghai,Media,0.95,53110010.15,1.48
C021374,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8017,1.76,0.478,Rotterdam,Alta,0.72,29474417.69,2.6
C022479,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST0577,0.58,0.147,Rotterdam,Alta,0.85,25893279.31,1.75
C002430,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN8721,0.83,0.222,Valparaíso,Media,0.72,29641981.57,1.23
C028515,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7783,2.72,0.715,Miami,Alta,0.72,32562083.96,4.02
C029357,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3340,2.38,0.614,Shanghai,Media,0.72,41488277.86,3.52
C037226,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6851,1.56,0.39,Shanghai,Baja,0.72,39010725.42,2.3
C048773,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO7704,1.79,0.403,Shanghai,Alta,0.72,28324405.97,2.64
C005447,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7712,1.42,0.363,Rotterdam,Alta,0.95,63509078.63,1.86
C034389,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN0315,2.35,0.571,Rotterdam,Baja,0.72,43194150.04,3.47
C030664,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7467,2.46,0.568,Miami,Alta,0.72,35721617.59,3.63
C010226,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1002,2.41,0.596,Los Ángeles,Media,0.72,32903761.86,3.56
C015009,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9636,2.31,0.605,Valparaíso,Media,0.72,42130233.41,3.41
C041500,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5628,1.01,0.276,Rotterdam,Alta,0.72,41174758.84,1.49
C015579,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8242,1.34,0.327,Shanghai,Media,0.72,44274898.85,1.98
C033465,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5254,1.67,0.421,Shanghai,Media,0.95,54322329.24,2.19
C004152,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6787,1.33,0.356,Shanghai,Baja,0.95,48875462.73,1.74
C002878,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO1137,2.39,0.578,Valparaíso,Media,0.72,26888100.13,3.53
C009378,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN0898,1.32,0.306,Shanghai,Alta,0.72,28616673.22,1.95
C022290,Estándar 20ft,5.9,2.35,2.39,33.2,Carga_Pesada_Industrial,MINERO,ESTAÑO,EST3706,0.85,0.203,Shanghai,Baja,0.85,25858253.16,2.56
C033203,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3088,1.5,0.405,Rotterdam,Alta,0.95,40407266.24,1.96
C009377,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0681,2.95,0.687,Miami,Alta,0.72,28777343.52,4.36
C037368,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9970,1.06,0.256,Shanghai,Baja,0.95,51828245.39,1.39
C042529,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0154,2.03,0.504,Los Ángeles,Media,0.72,37645948.79,3.0
C027024,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE5660,1.58,0.422,Valparaíso,Media,0.72,29819489.88,2.33
C034909,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5567,0.68,0.185,Rotterdam,Alta,0.72,33092112.49,1.0
C039822,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN7752,1.72,0.424,Shanghai,Media,0.72,34409171.41,2.54
C002769,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5199,2.26,0.614,Rotterdam,Alta,0.72,35527740.01,3.34
C032967,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB0556,1.78,0.415,Shanghai,Media,0.72,26908764.23,2.63
C019682,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3100,2.68,0.624,Rotterdam,Media,0.72,44265397.98,3.96
C007753,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5398,1.22,0.332,Valparaíso,Media,0.72,44609696.99,1.8
C016063,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6947,0.72,0.18,Shanghai,Baja,0.95,51813797.67,0.94
C010294,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6109,2.84,0.665,Miami,Baja,0.72,33305775.4,4.19
C032076,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7735,1.45,0.362,Valparaíso,Media,0.72,34918141.06,2.14
C040732,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE5448,1.94,0.512,Rotterdam,Alta,0.72,42043730.47,2.87
C004328,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1981,2.48,0.661,Shanghai,Baja,0.72,44309464.81,3.66
C013391,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3547,1.31,0.351,Shanghai,Media,0.72,28782314.82,1.94
C005424,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5621,2.29,0.58,Miami,Alta,0.72,35984711.87,3.38
C012511,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8496,0.84,0.225,Shanghai,Media,0.72,28676658.23,1.24
C007593,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5176,1.23,0.308,Shanghai,Alta,0.72,31239302.56,1.82
C024077,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4775,0.86,0.22,Valparaíso,Media,0.72,26885552.09,1.27
C044746,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8814,2.53,0.665,Rotterdam,Alta,0.72,29405915.98,3.74
C000413,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN9783,1.06,0.261,Los Ángeles,Media,0.72,41708920.82,1.57
C009528,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO2799,2.29,0.524,Rotterdam,Alta,0.72,34887743.79,3.38
C020395,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE2862,2.86,0.694,Miami,Alta,0.72,35658511.4,4.22
C027332,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6316,1.82,0.466,Shanghai,Media,0.95,54775237.46,2.38
C033489,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB1958,1.85,0.434,Shanghai,Media,0.72,30063099.42,2.73
C018315,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7286,1.65,0.383,Rotterdam,Alta,0.72,27653946.93,2.44
C010030,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,HIERRO,HIE9107,1.31,0.314,Shanghai,Baja,0.72,30501455.99,1.94
C025523,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7163,1.69,0.383,Rotterdam,Media,0.72,37956651.64,2.5
C014354,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2756,2.01,0.527,Valparaíso,Media,0.72,41996936.74,2.97
C002661,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4420,2.96,0.704,Rotterdam,Alta,0.95,44684757.44,3.87
C028491,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9763,2.84,0.657,Valparaíso,Media,0.72,38166530.11,4.19
C041372,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6354,2.66,0.691,Shanghai,Media,0.72,41482645.6,3.93
C008457,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3800,2.72,0.727,Valparaíso,Baja,0.72,33552453.11,4.02
C022985,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7035,1.67,0.377,Busan,Baja,0.72,36642965.84,2.47
C016040,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6522,2.14,0.506,Rotterdam,Media,0.72,40175301.94,3.16
C044401,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1362,2.74,0.746,Rotterdam,Media,0.95,56709332.71,3.59
C045339,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6415,1.48,0.362,Rotterdam,Baja,0.72,27355901.27,2.19
C044255,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1748,2.9,0.789,Miami,Alta,0.95,47486608.83,3.8
C011290,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB3313,1.54,0.368,Rotterdam,Alta,0.72,43777852.61,2.27
C044236,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN1547,2.0,0.472,Los Ángeles,Media,0.72,37878105.38,2.95
C041435,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB4726,2.27,0.535,Shanghai,Media,0.72,36603597.75,3.35
C025427,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB5941,2.88,0.66,Shanghai,Alta,0.72,29163058.37,4.25
C036718,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO4707,1.11,0.3,Shanghai,Alta,0.95,56932100.56,1.45
C043274,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7719,2.37,0.649,Rotterdam,Alta,0.72,35262093.64,3.5
C001970,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB8928,1.8,0.491,Shanghai,Media,0.72,35922505.35,2.66
C043903,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO9694,1.17,0.313,Shanghai,Media,0.72,35873673.8,1.73
C019417,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO7625,2.44,0.652,Shanghai,Media,0.95,65166050.24,3.19
C034620,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO0502,1.88,0.485,Valparaíso,Alta,0.72,41027463.47,2.78
C031713,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3593,2.15,0.573,Los Ángeles,Baja,0.95,59876858.78,2.81
C045802,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9847,1.31,0.308,Rotterdam,Alta,0.72,36005933.84,1.94
C036806,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7118,1.7,0.415,Shanghai,Media,0.72,33543185.98,2.51
C034573,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1627,2.04,0.524,Los Ángeles,Media,0.95,49289562.04,2.67
C044486,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO5555,1.51,0.406,Valparaíso,Media,0.95,61270674.53,1.98
C043742,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2830,1.0,0.258,Rotterdam,Alta,0.72,38945019.1,1.48
C012643,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,ZINC,ZIN5806,2.9,0.774,Valparaíso,Media,0.72,38956839.34,4.28
C035520,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,PLOMO,PLO3913,1.78,0.443,Shanghai,Media,0.72,33214634.67,2.63
C021551,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6034,2.33,0.608,Shanghai,Media,0.95,51377518.0,3.05
C007478,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB6727,1.53,0.419,Los Ángeles,Media,0.72,39969515.76,2.26
C021046,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO8426,1.39,0.323,Shanghai,Media,0.95,56450586.26,1.82
C010535,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB7425,1.52,0.412,Los Ángeles,Baja,0.72,35779291.34,2.25
C049852,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB9803,1.52,0.382,Shanghai,Baja,0.72,36513683.38,2.25
C022243,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO3534,1.86,0.478,Los Ángeles,Alta,0.95,48514809.17,2.43
C028119,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO9915,1.86,0.5,Los Ángeles,Media,0.95,41828382.26,2.43
C019744,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO1303,1.74,0.427,Shanghai,Alta,0.95,64054049.6,2.28
C006703,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO0947,0.84,0.207,Shanghai,Media,0.95,43099044.17,1.1
C007191,High Cube,12.03,2.35,2.69,76.4,Carga_Pesada_Industrial,MINERO,ORO,ORO6046,1.74,0.437,Shanghai,Alta,0.95,46460665.37,2.28
C009668,Estándar 40ft,12.03,2.35,2.39,67.7,Carga_Pesada_Industrial,MINERO,COBRE,COB2224,0.92,0.208,Shanghai,Alta,0.72,33613350.4,1.36
